version,split,class_name,image_name,mse,psnr,ssim,used_blocks
v2_adaptive,train,glioma,Tr-gl_1143.jpg,0.0042877197265625,71.8085397158653,0.9999876905938635,0
v2_adaptive,train,glioma,Tr-gl_1144.jpg,0.0094757080078125,68.3646869131503,0.9998702824664654,4
v2_adaptive,train,glioma,Tr-gl_1145.jpg,0.012664794921875,67.10482199115535,0.9997740968610518,3
v2_adaptive,train,glioma,Tr-gl_1146.jpg,0.006134033203125,70.25334238407139,0.9999278484582387,4
v2_adaptive,train,glioma,Tr-gl_1147.jpg,0.0074005126953125,69.43818552889346,0.9998891179828696,3
v2_adaptive,train,glioma,Tr-gl_1148.jpg,0.0097503662109375,68.2405943333321,0.9999115997779446,1
v2_adaptive,train,glioma,Tr-gl_1149.jpg,0.005828857421875,70.474969285799,0.9999720897602414,2
v2_adaptive,train,glioma,Tr-gl_115.jpg,0.0111541748046875,67.65642914533748,0.9998270725858625,1
v2_adaptive,train,glioma,Tr-gl_1150.jpg,0.00286865234375,73.5540244222793,0.9999881415455645,2
v2_adaptive,train,glioma,Tr-gl_1151.jpg,0.0145416259765625,66.50467390853282,0.9998051579676357,2
v2_adaptive,train,glioma,Tr-gl_1152.jpg,0.0079193115234375,69.14392933643151,0.999897033684744,3
v2_adaptive,train,glioma,Tr-gl_1153.jpg,0.008514404296875,68.82926092554031,0.9998749071036888,6
v2_adaptive,train,glioma,Tr-gl_1154.jpg,0.0056304931640625,70.62533925332549,0.9999314844022188,4
v2_adaptive,train,glioma,Tr-gl_1155.jpg,0.0032501220703125,73.01180688052872,0.9999905206692089,0
v2_adaptive,train,glioma,Tr-gl_1156.jpg,0.0046844482421875,71.42421916014423,0.999981728867694,4
v2_adaptive,train,glioma,Tr-gl_1157.jpg,0.0071868896484375,69.56539384362713,0.9998595820531604,4
v2_adaptive,train,glioma,Tr-gl_1158.jpg,0.002960205078125,73.41758561561383,0.9999877183947323,4
v2_adaptive,train,glioma,Tr-gl_1159.jpg,0.0179595947265625,65.58783828648176,0.9996516030412478,7
v2_adaptive,train,glioma,Tr-gl_116.jpg,0.01324462890625,66.91040566315118,0.9998060742295419,3
v2_adaptive,train,glioma,Tr-gl_1160.jpg,0.0080413818359375,69.07749676279063,0.999882818410488,4
v2_adaptive,train,glioma,Tr-gl_1161.jpg,0.0290069580078125,63.50578174626166,0.9995101977403429,3
v2_adaptive,train,glioma,Tr-gl_1162.jpg,0.0086517333984375,68.75977232598703,0.9998840587385882,4
v2_adaptive,train,glioma,Tr-gl_1163.jpg,0.0079193115234375,69.14392933643151,0.9999178775595142,1
v2_adaptive,train,glioma,Tr-gl_1164.jpg,0.0081634521484375,69.01206509470381,0.9998811921292017,4
